State,Crime_Type,Year,Cases,unemployment_rate,poverty_rate,per_capita_income,inflation_rate,population_density,gender_ratio,literacy_rate,youth_population_percent,urbanization_rate,human_development_index,police_stations_per_district,conviction_rate,police_personnel_per_100k,alcohol_consumption_per_capita
Andaman & Nicobar Islands,Riots,2021,0,5.4,36.13,30445.27,4.0,10,906,64.76,28.6,32.0,0.616,7,36.0,83,2.75
Andaman & Nicobar Islands,Robbery,2021,5,5.4,36.13,30445.27,4.0,10,906,64.76,28.6,32.0,0.616,7,36.0,83,2.75
Andaman & Nicobar Islands,Theft,2021,285,5.4,36.13,30445.27,4.0,10,906,64.76,28.6,32.0,0.616,7,36.0,83,2.75
Andaman & Nicobar Islands,Burglary,2022,13,5.34,36.6,30868.83,4.35,11,906,64.9,27.58,30.4,0.653,8,40.1,85,2.83
Andaman & Nicobar Islands,Dacoity,2022,0,5.34,36.6,30868.83,4.35,11,906,64.9,27.58,30.4,0.653,8,40.1,85,2.83
Andaman & Nicobar Islands,Dowry Deaths,2022,10,5.34,36.6,30868.83,4.35,11,906,64.9,27.58,30.4,0.653,8,40.1,85,2.83
Andaman & Nicobar Islands,Kidnapping & Abduction,2022,12,5.34,36.6,30868.83,4.35,11,906,64.9,27.58,30.4,0.653,8,40.1,85,2.83
Andaman & Nicobar Islands,Murder,2022,0,5.34,36.6,30868.83,4.35,11,906,64.9,27.58,30.4,0.653,8,40.1,85,2.83
Andaman & Nicobar Islands,Rape,2022,14,5.34,36.6,30868.83,4.35,11,906,64.9,27.58,30.4,0.653,8,40.1,85,2.83
Andaman & Nicobar Islands,Riots,2022,4,5.34,36.6,30868.83,4.35,11,906,64.9,27.58,30.4,0.653,8,40.1,85,2.83
Andaman & Nicobar Islands,Robbery,2022,0,5.34,36.6,30868.83,4.35,11,906,64.9,27.58,30.4,0.653,8,40.1,85,2.83
Andaman & Nicobar Islands,Theft,2022,109,5.34,36.6,30868.83,4.35,11,906,64.9,27.58,30.4,0.653,8,40.1,85,2.83
Andhra Pradesh,Burglary,2001,3428,6.62,28.79,61918.0,4.32,165,896,72.68,27.0,33.0,0.622,15,39.0,121,2.69
Andhra Pradesh,Dacoity,2001,6,6.62,28.79,61918.0,4.32,165,896,72.68,27.0,33.0,0.622,15,39.0,121,2.69
Andhra Pradesh,Dowry Deaths,2001,341,6.62,28.79,61918.0,4.32,165,896,72.68,27.0,33.0,0.622,15,39.0,121,2.69
Andhra Pradesh,Kidnapping & Abduction,2001,4660,6.62,28.79,61918.0,4.32,165,896,72.68,27.0,33.0,0.622,15,39.0,121,2.69
Andhra Pradesh,Murder,2001,1306,6.62,28.79,61918.0,4.32,165,896,72.68,27.0,33.0,0.622,15,39.0,121,2.69
Andhra Pradesh,Rape,2001,337,6.62,28.79,61918.0,4.32,165,896,72.68,27.0,33.0,0.622,15,39.0,121,2.69
Andhra Pradesh,Riots,2001,255,6.62,28.79,61918.0,4.32,165,896,72.68,27.0,33.0,0.622,15,39.0,121,2.69
Andhra Pradesh,Robbery,2001,956,6.62,28.79,61918.0,4.32,165,896,72.68,27.0,33.0,0.622,15,39.0,121,2.69
Andhra Pradesh,Theft,2001,27483,6.62,28.79,61918.0,4.32,165,896,72.68,27.0,33.0,0.622,15,39.0,121,2.69
Andhra Pradesh,Burglary,2002,4019,7.26,27.16,60901.0,4.99,170,885,72.83,29.98,33.4,0.627,18,37.1,107,2.79
Andhra Pradesh,Dacoity,2002,58,7.26,27.16,60901.0,4.99,170,885,72.83,29.98,33.4,0.627,18,37.1,107,2.79
Andhra Pradesh,Dowry Deaths,2002,315,7.26,27.16,60901.0,4.99,170,885,72.83,29.98,33.4,0.627,18,37.1,107,2.79
Andhra Pradesh,Kidnapping & Abduction,2002,126,7.26,27.16,60901.0,4.99,170,885,72.83,29.98,33.4,0.627,18,37.1,107,2.79
Andhra Pradesh,Murder,2002,1767,7.26,27.16,60901.0,4.99,170,885,72.83,29.98,33.4,0.627,18,37.1,107,2.79
Andhra Pradesh,Rape,2002,414,7.26,27.16,60901.0,4.99,170,885,72.83,29.98,33.4,0.627,18,37.1,107,2.79
Andhra Pradesh,Riots,2002,437,7.26,27.16,60901.0,4.99,170,885,72.83,29.98,33.4,0.627,18,37.1,107,2.79
Andhra Pradesh,Robbery,2002,372,7.26,27.16,60901.0,4.99,170,885,72.83,29.98,33.4,0.627,18,37.1,107,2.79
Andhra Pradesh,Theft,2002,33330,7.26,27.16,60901.0,4.99,170,885,72.83,29.98,33.4,0.627,18,37.1,107,2.79
Andhra Pradesh,Burglary,2003,5437,6.93,28.71,58927.0,3.35,172,892,73.06,27.96,36.8,0.626,14,40.2,112,2.65
Andhra Pradesh,Dacoity,2003,26,6.93,28.71,58927.0,3.35,172,892,73.06,27.96,36.8,0.626,14,40.2,112,2.65
Andhra Pradesh,Dowry Deaths,2003,313,6.93,28.71,58927.0,3.35,172,892,73.06,27.96,36.8,0.626,14,40.2,112,2.65
Andhra Pradesh,Kidnapping & Abduction,2003,1017,6.93,28.71,58927.0,3.35,172,892,73.06,27.96,36.8,0.626,14,40.2,112,2.65
Andhra Pradesh,Murder,2003,1776,6.93,28.71,58927.0,3.35,172,892,73.06,27.96,36.8,0.626,14,40.2,112,2.65
Andhra Pradesh,Rape,2003,702,6.93,28.71,58927.0,3.35,172,892,73.06,27.96,36.8,0.626,14,40.2,112,2.65
Andhra Pradesh,Riots,2003,355,6.93,28.71,58927.0,3.35,172,892,73.06,27.96,36.8,0.626,14,40.2,112,2.65
Andhra Pradesh,Robbery,2003,1137,6.93,28.71,58927.0,3.35,172,892,73.06,27.96,36.8,0.626,14,40.2,112,2.65
Andhra Pradesh,Theft,2003,0,6.93,28.71,58927.0,3.35,172,892,73.06,27.96,36.8,0.626,14,40.2,112,2.65
Andhra Pradesh,Burglary,2004,3968,6.87,28.54,56924.0,5.48,165,890,73.12,28.94,33.2,0.636,15,35.3,123,2.91
Andhra Pradesh,Dacoity,2004,35,6.87,28.54,56924.0,5.48,165,890,73.12,28.94,33.2,0.636,15,35.3,123,2.91
Andhra Pradesh,Dowry Deaths,2004,539,6.87,28.54,56924.0,5.48,165,890,73.12,28.94,33.2,0.636,15,35.3,123,2.91
Andhra Pradesh,Kidnapping & Abduction,2004,644,6.87,28.54,56924.0,5.48,165,890,73.12,28.94,33.2,0.636,15,35.3,123,2.91
Andhra Pradesh,Murder,2004,1581,6.87,28.54,56924.0,5.48,165,890,73.12,28.94,33.2,0.636,15,35.3,123,2.91
Andhra Pradesh,Rape,2004,943,6.87,28.54,56924.0,5.48,165,890,73.12,28.94,33.2,0.636,15,35.3,123,2.91
Andhra Pradesh,Riots,2004,708,6.87,28.54,56924.0,5.48,165,890,73.12,28.94,33.2,0.636,15,35.3,123,2.91
Andhra Pradesh,Robbery,2004,1285,6.87,28.54,56924.0,5.48,165,890,73.12,28.94,33.2,0.636,15,35.3,123,2.91
Andhra Pradesh,Theft,2004,27139,6.87,28.54,56924.0,5.48,165,890,73.12,28.94,33.2,0.636,15,35.3,123,2.91
Andhra Pradesh,Burglary,2005,6514,7.2,26.53,61141.0,5.1,171,890,73.26,28.92,33.6,0.633,13,33.4,108,2.45
Andhra Pradesh,Dacoity,2005,0,7.2,26.53,61141.0,5.1,171,890,73.26,28.92,33.6,0.633,13,33.4,108,2.45
Andhra Pradesh,Dowry Deaths,2005,382,7.2,26.53,61141.0,5.1,171,890,73.26,28.92,33.6,0.633,13,33.4,108,2.45
Andhra Pradesh,Kidnapping & Abduction,2005,3927,7.2,26.53,61141.0,5.1,171,890,73.26,28.92,33.6,0.633,13,33.4,108,2.45
Andhra Pradesh,Murder,2005,324,7.2,26.53,61141.0,5.1,171,890,73.26,28.92,33.6,0.633,13,33.4,108,2.45
Andhra Pradesh,Rape,2005,523,7.2,26.53,61141.0,5.1,171,890,73.26,28.92,33.6,0.633,13,33.4,108,2.45
Andhra Pradesh,Riots,2005,190,7.2,26.53,61141.0,5.1,171,890,73.26,28.92,33.6,0.633,13,33.4,108,2.45
Andhra Pradesh,Robbery,2005,590,7.2,26.53,61141.0,5.1,171,890,73.26,28.92,33.6,0.633,13,33.4,108,2.45
Andhra Pradesh,Theft,2005,9733,7.2,26.53,61141.0,5.1,171,890,73.26,28.92,33.6,0.633,13,33.4,108,2.45
Andhra Pradesh,Burglary,2006,3298,7.53,27.54,61274.0,5.49,172,894,73.39,28.9,39.0,0.639,12,33.5,121,2.74
Andhra Pradesh,Dacoity,2006,0,7.53,27.54,61274.0,5.49,172,894,73.39,28.9,39.0,0.639,12,33.5,121,2.74
Andhra Pradesh,Dowry Deaths,2006,729,7.53,27.54,61274.0,5.49,172,894,73.39,28.9,39.0,0.639,12,33.5,121,2.74
Andhra Pradesh,Kidnapping & Abduction,2006,1641,7.53,27.54,61274.0,5.49,172,894,73.39,28.9,39.0,0.639,12,33.5,121,2.74
Andhra Pradesh,Murder,2006,465,7.53,27.54,61274.0,5.49,172,894,73.39,28.9,39.0,0.639,12,33.5,121,2.74
Andhra Pradesh,Rape,2006,1026,7.53,27.54,61274.0,5.49,172,894,73.39,28.9,39.0,0.639,12,33.5,121,2.74
Andhra Pradesh,Riots,2006,219,7.53,27.54,61274.0,5.49,172,894,73.39,28.9,39.0,0.639,12,33.5,121,2.74
Andhra Pradesh,Robbery,2006,0,7.53,27.54,61274.0,5.49,172,894,73.39,28.9,39.0,0.639,12,33.5,121,2.74
Andhra Pradesh,Theft,2006,17308,7.53,27.54,61274.0,5.49,172,894,73.39,28.9,39.0,0.639,12,33.5,121,2.74
Andhra Pradesh,Burglary,2007,0,7.78,26.54,59385.0,4.64,168,887,73.62,27.88,34.4,0.67,15,34.6,127,3.17
Andhra Pradesh,Dacoity,2007,26,7.78,26.54,59385.0,4.64,168,887,73.62,27.88,34.4,0.67,15,34.6,127,3.17
Andhra Pradesh,Dowry Deaths,2007,218,7.78,26.54,59385.0,4.64,168,887,73.62,27.88,34.4,0.67,15,34.6,127,3.17
Andhra Pradesh,Kidnapping & Abduction,2007,3897,7.78,26.54,59385.0,4.64,168,887,73.62,27.88,34.4,0.67,15,34.6,127,3.17
Andhra Pradesh,Murder,2007,1134,7.78,26.54,59385.0,4.64,168,887,73.62,27.88,34.4,0.67,15,34.6,127,3.17
Andhra Pradesh,Rape,2007,1693,7.78,26.54,59385.0,4.64,168,887,73.62,27.88,34.4,0.67,15,34.6,127,3.17
Andhra Pradesh,Riots,2007,167,7.78,26.54,59385.0,4.64,168,887,73.62,27.88,34.4,0.67,15,34.6,127,3.17
Andhra Pradesh,Robbery,2007,742,7.78,26.54,59385.0,4.64,168,887,73.62,27.88,34.4,0.67,15,34.6,127,3.17
Andhra Pradesh,Theft,2007,39368,7.78,26.54,59385.0,4.64,168,887,73.62,27.88,34.4,0.67,15,34.6,127,3.17
Andhra Pradesh,Burglary,2008,8596,8.1,27.6,61407.0,4.97,165,886,73.67,24.86,37.8,0.638,14,38.7,128,2.91
Andhra Pradesh,Dacoity,2008,26,8.1,27.6,61407.0,4.97,165,886,73.67,24.86,37.8,0.638,14,38.7,128,2.91
Andhra Pradesh,Dowry Deaths,2008,657,8.1,27.6,61407.0,4.97,165,886,73.67,24.86,37.8,0.638,14,38.7,128,2.91
Andhra Pradesh,Kidnapping & Abduction,2008,1918,8.1,27.6,61407.0,4.97,165,886,73.67,24.86,37.8,0.638,14,38.7,128,2.91
Andhra Pradesh,Murder,2008,1009,8.1,27.6,61407.0,4.97,165,886,73.67,24.86,37.8,0.638,14,38.7,128,2.91
Andhra Pradesh,Rape,2008,686,8.1,27.6,61407.0,4.97,165,886,73.67,24.86,37.8,0.638,14,38.7,128,2.91
Andhra Pradesh,Riots,2008,146,8.1,27.6,61407.0,4.97,165,886,73.67,24.86,37.8,0.638,14,38.7,128,2.91
Andhra Pradesh,Robbery,2008,488,8.1,27.6,61407.0,4.97,165,886,73.67,24.86,37.8,0.638,14,38.7,128,2.91
Andhra Pradesh,Theft,2008,14173,8.1,27.6,61407.0,4.97,165,886,73.67,24.86,37.8,0.638,14,38.7,128,2.91
Andhra Pradesh,Burglary,2009,4233,6.11,28.09,61202.0,5.4,165,893,73.83,26.84,40.2,0.668,13,39.8,117,2.76
Andhra Pradesh,Dacoity,2009,29,6.11,28.09,61202.0,5.4,165,893,73.83,26.84,40.2,0.668,13,39.8,117,2.76
Andhra Pradesh,Dowry Deaths,2009,280,6.11,28.09,61202.0,5.4,165,893,73.83,26.84,40.2,0.668,13,39.8,117,2.76
Andhra Pradesh,Kidnapping & Abduction,2009,689,6.11,28.09,61202.0,5.4,165,893,73.83,26.84,40.2,0.668,13,39.8,117,2.76
Andhra Pradesh,Murder,2009,1098,6.11,28.09,61202.0,5.4,165,893,73.83,26.84,40.2,0.668,13,39.8,117,2.76
Andhra Pradesh,Rape,2009,930,6.11,28.09,61202.0,5.4,165,893,73.83,26.84,40.2,0.668,13,39.8,117,2.76
Andhra Pradesh,Riots,2009,411,6.11,28.09,61202.0,5.4,165,893,73.83,26.84,40.2,0.668,13,39.8,117,2.76
Andhra Pradesh,Robbery,2009,256,6.11,28.09,61202.0,5.4,165,893,73.83,26.84,40.2,0.668,13,39.8,117,2.76
Andhra Pradesh,Theft,2009,2713,6.11,28.09,61202.0,5.4,165,893,73.83,26.84,40.2,0.668,13,39.8,117,2.76
Andhra Pradesh,Burglary,2010,1778,6.93,29.55,60582.0,4.17,167,890,73.99,24.82,38.6,0.655,14,37.9,128,2.84
Andhra Pradesh,Dacoity,2010,43,6.93,29.55,60582.0,4.17,167,890,73.99,24.82,38.6,0.655,14,37.9,128,2.84
Andhra Pradesh,Dowry Deaths,2010,230,6.93,29.55,60582.0,4.17,167,890,73.99,24.82,38.6,0.655,14,37.9,128,2.84
Andhra Pradesh,Kidnapping & Abduction,2010,3283,6.93,29.55,60582.0,4.17,167,890,73.99,24.82,38.6,0.655,14,37.9,128,2.84
Andhra Pradesh,Murder,2010,1280,6.93,29.55,60582.0,4.17,167,890,73.99,24.82,38.6,0.655,14,37.9,128,2.84
Andhra Pradesh,Rape,2010,736,6.93,29.55,60582.0,4.17,167,890,73.99,24.82,38.6,0.655,14,37.9,128,2.84
Andhra Pradesh,Riots,2010,185,6.93,29.55,60582.0,4.17,167,890,73.99,24.82,38.6,0.655,14,37.9,128,2.84
Andhra Pradesh,Robbery,2010,924,6.93,29.55,60582.0,4.17,167,890,73.99,24.82,38.6,0.655,14,37.9,128,2.84
Andhra Pradesh,Theft,2010,33722,6.93,29.55,60582.0,4.17,167,890,73.99,24.82,38.6,0.655,14,37.9,128,2.84
Andhra Pradesh,Burglary,2011,6786,6.43,27.69,61775.0,8.03,163,894,74.12,24.8,38.0,0.666,16,41.0,130,2.86
Andhra Pradesh,Dacoity,2011,28,6.43,27.69,61775.0,8.03,163,894,74.12,24.8,38.0,0.666,16,41.0,130,2.86
Andhra Pradesh,Dowry Deaths,2011,890,6.43,27.69,61775.0,8.03,163,894,74.12,24.8,38.0,0.666,16,41.0,130,2.86
Andhra Pradesh,Kidnapping & Abduction,2011,1147,6.43,27.69,61775.0,8.03,163,894,74.12,24.8,38.0,0.666,16,41.0,130,2.86
Andhra Pradesh,Murder,2011,996,6.43,27.69,61775.0,8.03,163,894,74.12,24.8,38.0,0.666,16,41.0,130,2.86
Andhra Pradesh,Rape,2011,1845,6.43,27.69,61775.0,8.03,163,894,74.12,24.8,38.0,0.666,16,41.0,130,2.86
Andhra Pradesh,Riots,2011,242,6.43,27.69,61775.0,8.03,163,894,74.12,24.8,38.0,0.666,16,41.0,130,2.86
Andhra Pradesh,Robbery,2011,575,6.43,27.69,61775.0,8.03,163,894,74.12,24.8,38.0,0.666,16,41.0,130,2.86
Andhra Pradesh,Theft,2011,11008,6.43,27.69,61775.0,8.03,163,894,74.12,24.8,38.0,0.666,16,41.0,130,2.86
Andhra Pradesh,Burglary,2012,4671,6.27,24.74,62762.0,5.66,164,894,74.23,26.78,36.4,0.683,10,36.1,124,2.84
Andhra Pradesh,Dacoity,2012,59,6.27,24.74,62762.0,5.66,164,894,74.23,26.78,36.4,0.683,10,36.1,124,2.84
Andhra Pradesh,Dowry Deaths,2012,551,6.27,24.74,62762.0,5.66,164,894,74.23,26.78,36.4,0.683,10,36.1,124,2.84
Andhra Pradesh,Kidnapping & Abduction,2012,6042,6.27,24.74,62762.0,5.66,164,894,74.23,26.78,36.4,0.683,10,36.1,124,2.84
Andhra Pradesh,Murder,2012,1126,6.27,24.74,62762.0,5.66,164,894,74.23,26.78,36.4,0.683,10,36.1,124,2.84
Andhra Pradesh,Rape,2012,1665,6.27,24.74,62762.0,5.66,164,894,74.23,26.78,36.4,0.683,10,36.1,124,2.84
Andhra Pradesh,Riots,2012,678,6.27,24.74,62762.0,5.66,164,894,74.23,26.78,36.4,0.683,10,36.1,124,2.84
Andhra Pradesh,Robbery,2012,0,6.27,24.74,62762.0,5.66,164,894,74.23,26.78,36.4,0.683,10,36.1,124,2.84
Andhra Pradesh,Theft,2012,6544,6.27,24.74,62762.0,5.66,164,894,74.23,26.78,36.4,0.683,10,36.1,124,2.84
Andhra Pradesh,Burglary,2013,2735,6.13,26.47,62289.0,6.5,164,888,74.33,25.76,36.8,0.693,10,39.2,124,2.68
Andhra Pradesh,Dacoity,2013,2,6.13,26.47,62289.0,6.5,164,888,74.33,25.76,36.8,0.693,10,39.2,124,2.68
Andhra Pradesh,Dowry Deaths,2013,951,6.13,26.47,62289.0,6.5,164,888,74.33,25.76,36.8,0.693,10,39.2,124,2.68
Andhra Pradesh,Kidnapping & Abduction,2013,3172,6.13,26.47,62289.0,6.5,164,888,74.33,25.76,36.8,0.693,10,39.2,124,2.68
Andhra Pradesh,Murder,2013,1445,6.13,26.47,62289.0,6.5,164,888,74.33,25.76,36.8,0.693,10,39.2,124,2.68
Andhra Pradesh,Rape,2013,1275,6.13,26.47,62289.0,6.5,164,888,74.33,25.76,36.8,0.693,10,39.2,124,2.68
Andhra Pradesh,Riots,2013,315,6.13,26.47,62289.0,6.5,164,888,74.33,25.76,36.8,0.693,10,39.2,124,2.68
Andhra Pradesh,Robbery,2013,0,6.13,26.47,62289.0,6.5,164,888,74.33,25.76,36.8,0.693,10,39.2,124,2.68
Andhra Pradesh,Theft,2013,8157,6.13,26.47,62289.0,6.5,164,888,74.33,25.76,36.8,0.693,10,39.2,124,2.68
Andhra Pradesh,Burglary,2014,2716,6.99,30.89,62118.0,5.14,168,890,74.52,29.74,39.2,0.696,10,37.3,131,3.03
Andhra Pradesh,Dacoity,2014,0,6.99,30.89,62118.0,5.14,168,890,74.52,29.74,39.2,0.696,10,37.3,131,3.03
Andhra Pradesh,Dowry Deaths,2014,787,6.99,30.89,62118.0,5.14,168,890,74.52,29.74,39.2,0.696,10,37.3,131,3.03
Andhra Pradesh,Kidnapping & Abduction,2014,6320,6.99,30.89,62118.0,5.14,168,890,74.52,29.74,39.2,0.696,10,37.3,131,3.03
Andhra Pradesh,Murder,2014,296,6.99,30.89,62118.0,5.14,168,890,74.52,29.74,39.2,0.696,10,37.3,131,3.03
Andhra Pradesh,Rape,2014,1156,6.99,30.89,62118.0,5.14,168,890,74.52,29.74,39.2,0.696,10,37.3,131,3.03
Andhra Pradesh,Riots,2014,373,6.99,30.89,62118.0,5.14,168,890,74.52,29.74,39.2,0.696,10,37.3,131,3.03
Andhra Pradesh,Robbery,2014,806,6.99,30.89,62118.0,5.14,168,890,74.52,29.74,39.2,0.696,10,37.3,131,3.03
Andhra Pradesh,Theft,2014,17525,6.99,30.89,62118.0,5.14,168,890,74.52,29.74,39.2,0.696,10,37.3,131,3.03
Andhra Pradesh,Burglary,2015,4468,6.05,29.16,63188.0,5.12,165,896,74.64,25.72,42.6,0.698,11,39.4,142,2.88
Andhra Pradesh,Dacoity,2015,40,6.05,29.16,63188.0,5.12,165,896,74.64,25.72,42.6,0.698,11,39.4,142,2.88
Andhra Pradesh,Dowry Deaths,2015,470,6.05,29.16,63188.0,5.12,165,896,74.64,25.72,42.6,0.698,11,39.4,142,2.88
Andhra Pradesh,Kidnapping & Abduction,2015,3680,6.05,29.16,63188.0,5.12,165,896,74.64,25.72,42.6,0.698,11,39.4,142,2.88
Andhra Pradesh,Murder,2015,1072,6.05,29.16,63188.0,5.12,165,896,74.64,25.72,42.6,0.698,11,39.4,142,2.88
Andhra Pradesh,Rape,2015,0,6.05,29.16,63188.0,5.12,165,896,74.64,25.72,42.6,0.698,11,39.4,142,2.88
Andhra Pradesh,Riots,2015,1093,6.05,29.16,63188.0,5.12,165,896,74.64,25.72,42.6,0.698,11,39.4,142,2.88
Andhra Pradesh,Robbery,2015,568,6.05,29.16,63188.0,5.12,165,896,74.64,25.72,42.6,0.698,11,39.4,142,2.88
Andhra Pradesh,Theft,2015,20217,6.05,29.16,63188.0,5.12,165,896,74.64,25.72,42.6,0.698,11,39.4,142,2.88
Andhra Pradesh,Burglary,2016,3205,6.58,26.62,60365.0,5.24,163,890,74.8,25.7,42.0,0.691,18,41.5,124,3.19
Andhra Pradesh,Dacoity,2016,47,6.58,26.62,60365.0,5.24,163,890,74.8,25.7,42.0,0.691,18,41.5,124,3.19
Andhra Pradesh,Dowry Deaths,2016,34,6.58,26.62,60365.0,5.24,163,890,74.8,25.7,42.0,0.691,18,41.5,124,3.19
Andhra Pradesh,Kidnapping & Abduction,2016,4292,6.58,26.62,60365.0,5.24,163,890,74.8,25.7,42.0,0.691,18,41.5,124,3.19
Andhra Pradesh,Murder,2016,1492,6.58,26.62,60365.0,5.24,163,890,74.8,25.7,42.0,0.691,18,41.5,124,3.19
Andhra Pradesh,Rape,2016,154,6.58,26.62,60365.0,5.24,163,890,74.8,25.7,42.0,0.691,18,41.5,124,3.19
Andhra Pradesh,Riots,2016,275,6.58,26.62,60365.0,5.24,163,890,74.8,25.7,42.0,0.691,18,41.5,124,3.19
Andhra Pradesh,Robbery,2016,539,6.58,26.62,60365.0,5.24,163,890,74.8,25.7,42.0,0.691,18,41.5,124,3.19
Andhra Pradesh,Theft,2016,38722,6.58,26.62,60365.0,5.24,163,890,74.8,25.7,42.0,0.691,18,41.5,124,3.19
Andhra Pradesh,Burglary,2017,1746,7.93,26.93,61576.0,7.28,163,892,74.96,26.68,38.4,0.708,14,41.6,128,3.17
Andhra Pradesh,Dacoity,2017,34,7.93,26.93,61576.0,7.28,163,892,74.96,26.68,38.4,0.708,14,41.6,128,3.17
Andhra Pradesh,Dowry Deaths,2017,145,7.93,26.93,61576.0,7.28,163,892,74.96,26.68,38.4,0.708,14,41.6,128,3.17
Andhra Pradesh,Kidnapping & Abduction,2017,3323,7.93,26.93,61576.0,7.28,163,892,74.96,26.68,38.4,0.708,14,41.6,128,3.17
Andhra Pradesh,Murder,2017,791,7.93,26.93,61576.0,7.28,163,892,74.96,26.68,38.4,0.708,14,41.6,128,3.17
Andhra Pradesh,Rape,2017,749,7.93,26.93,61576.0,7.28,163,892,74.96,26.68,38.4,0.708,14,41.6,128,3.17
Andhra Pradesh,Riots,2017,219,7.93,26.93,61576.0,7.28,163,892,74.96,26.68,38.4,0.708,14,41.6,128,3.17
Andhra Pradesh,Robbery,2017,538,7.93,26.93,61576.0,7.28,163,892,74.96,26.68,38.4,0.708,14,41.6,128,3.17
Andhra Pradesh,Theft,2017,16480,7.93,26.93,61576.0,7.28,163,892,74.96,26.68,38.4,0.708,14,41.6,128,3.17
Andhra Pradesh,Burglary,2018,4078,6.94,29.41,64316.0,4.69,169,892,75.03,28.66,43.8,0.722,18,36.7,127,2.73
Andhra Pradesh,Dacoity,2018,0,6.94,29.41,64316.0,4.69,169,892,75.03,28.66,43.8,0.722,18,36.7,127,2.73
Andhra Pradesh,Dowry Deaths,2018,824,6.94,29.41,64316.0,4.69,169,892,75.03,28.66,43.8,0.722,18,36.7,127,2.73
Andhra Pradesh,Kidnapping & Abduction,2018,3752,6.94,29.41,64316.0,4.69,169,892,75.03,28.66,43.8,0.722,18,36.7,127,2.73
Andhra Pradesh,Murder,2018,1300,6.94,29.41,64316.0,4.69,169,892,75.03,28.66,43.8,0.722,18,36.7,127,2.73
Andhra Pradesh,Rape,2018,1714,6.94,29.41,64316.0,4.69,169,892,75.03,28.66,43.8,0.722,18,36.7,127,2.73
Andhra Pradesh,Riots,2018,103,6.94,29.41,64316.0,4.69,169,892,75.03,28.66,43.8,0.722,18,36.7,127,2.73
Andhra Pradesh,Robbery,2018,2986,6.94,29.41,64316.0,4.69,169,892,75.03,28.66,43.8,0.722,18,36.7,127,2.73
Andhra Pradesh,Theft,2018,35528,6.94,29.41,64316.0,4.69,169,892,75.03,28.66,43.8,0.722,18,36.7,127,2.73
Andhra Pradesh,Burglary,2019,6965,6.62,29.05,63346.0,6.33,166,885,75.21,26.64,42.2,0.719,14,40.8,129,3.25
Andhra Pradesh,Dacoity,2019,26,6.62,29.05,63346.0,6.33,166,885,75.21,26.64,42.2,0.719,14,40.8,129,3.25
Andhra Pradesh,Dowry Deaths,2019,467,6.62,29.05,63346.0,6.33,166,885,75.21,26.64,42.2,0.719,14,40.8,129,3.25
Andhra Pradesh,Kidnapping & Abduction,2019,2145,6.62,29.05,63346.0,6.33,166,885,75.21,26.64,42.2,0.719,14,40.8,129,3.25
Andhra Pradesh,Murder,2019,618,6.62,29.05,63346.0,6.33,166,885,75.21,26.64,42.2,0.719,14,40.8,129,3.25
Andhra Pradesh,Rape,2019,592,6.62,29.05,63346.0,6.33,166,885,75.21,26.64,42.2,0.719,14,40.8,129,3.25
Andhra Pradesh,Riots,2019,282,6.62,29.05,63346.0,6.33,166,885,75.21,26.64,42.2,0.719,14,40.8,129,3.25
Andhra Pradesh,Robbery,2019,1104,6.62,29.05,63346.0,6.33,166,885,75.21,26.64,42.2,0.719,14,40.8,129,3.25
Andhra Pradesh,Theft,2019,23999,6.62,29.05,63346.0,6.33,166,885,75.21,26.64,42.2,0.719,14,40.8,129,3.25
Andhra Pradesh,Burglary,2020,6533,7.83,28.3,64957.0,4.24,170,889,75.38,27.62,43.6,0.731,16,37.9,148,3.25
Andhra Pradesh,Dacoity,2020,45,7.83,28.3,64957.0,4.24,170,889,75.38,27.62,43.6,0.731,16,37.9,148,3.25
Andhra Pradesh,Dowry Deaths,2020,755,7.83,28.3,64957.0,4.24,170,889,75.38,27.62,43.6,0.731,16,37.9,148,3.25
Andhra Pradesh,Kidnapping & Abduction,2020,3038,7.83,28.3,64957.0,4.24,170,889,75.38,27.62,43.6,0.731,16,37.9,148,3.25
Andhra Pradesh,Murder,2020,1152,7.83,28.3,64957.0,4.24,170,889,75.38,27.62,43.6,0.731,16,37.9,148,3.25
Andhra Pradesh,Rape,2020,200,7.83,28.3,64957.0,4.24,170,889,75.38,27.62,43.6,0.731,16,37.9,148,3.25
Andhra Pradesh,Riots,2020,278,7.83,28.3,64957.0,4.24,170,889,75.38,27.62,43.6,0.731,16,37.9,148,3.25
Andhra Pradesh,Robbery,2020,2129,7.83,28.3,64957.0,4.24,170,889,75.38,27.62,43.6,0.731,16,37.9,148,3.25
Andhra Pradesh,Theft,2020,11104,7.83,28.3,64957.0,4.24,170,889,75.38,27.62,43.6,0.731,16,37.9,148,3.25
Andhra Pradesh,Burglary,2021,5330,7.52,30.03,63064.0,5.33,172,895,75.5,29.6,41.0,0.722,15,42.0,142,3.11
Andhra Pradesh,Dacoity,2021,59,7.52,30.03,63064.0,5.33,172,895,75.5,29.6,41.0,0.722,15,42.0,142,3.11
Andhra Pradesh,Dowry Deaths,2021,231,7.52,30.03,63064.0,5.33,172,895,75.5,29.6,41.0,0.722,15,42.0,142,3.11
Andhra Pradesh,Kidnapping & Abduction,2021,2649,7.52,30.03,63064.0,5.33,172,895,75.5,29.6,41.0,0.722,15,42.0,142,3.11
